StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason
2024-03-15 12:49:00,2024-03-15 12:51:37,IP Address,129.97.124.24,100,157,True,2024-03-15 12:51:38,R_2MLMoommXPYzKiM,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5310,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,"Car Crashes,A Moose",4,Strongly satisfied,Moderately confident,Not annoying at all,Instead of having to choose and gamble when the lane keep assist will start working it would be easier if the car itself gave me a prompt when its ready to keep in the center of the lane as the guessing work makes it a bit difficult,,,,,,,,
2024-03-15 13:00:30,2024-03-15 13:04:37,IP Address,129.97.124.24,100,246,True,2024-03-15 13:04:38,R_1IiweaAgG5oUiIv,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,5310,3rd Scenario,Easy,,,,,,Very aware,,,4,,,,,,,,,,,,
2024-03-15 13:15:58,2024-03-15 13:22:23,IP Address,129.97.124.24,100,385,True,2024-03-15 13:22:23,R_5CIbD5sieZA8goP,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,5310,4th Scenario,Extremely Easy,4,Somewhat agree,Somewhat agree,Just right,Strongly agree,Very aware,Moderately,A Moose,5,Somewhat satisfied,Very confident,Not annoying at all,,5,1,2,4,Definitely the first alert,4,The first alert,"If the alert is something urgent, definitely the first one since I did not feel the need to look at the dashboard and knew something is wrong but with the second one it didnt feel that urgent and made me think it can be something trivial so I had to look over and read what it said to understand whats going on"
2024-03-16 12:51:09,2024-03-16 12:57:06,IP Address,129.97.124.24,100,357,True,2024-03-16 12:57:07,R_2H8iryDU6wtoPgo,,,,,43.474,-80.554,anonymous,EN,1,6028,1st Scenario,I did not complete the secondary task,,,,,,Moderately aware,,,2,,,,Did not receive an alert (took over before). Autopilot was a little faulty during a curve.,,,,,,,,
2024-03-16 13:04:50,2024-03-16 13:08:04,IP Address,129.97.124.24,100,194,True,2024-03-16 13:08:05,R_5jv4DNua1bB8grT,,,,,43.474,-80.554,anonymous,EN,1,6028,2nd Scenario,I did not complete the secondary task,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,A Moose,4,Somewhat satisfied,Somewhat confident,Not annoying at all,Alert was well timed but its message could have been more clear. Told me to take over but there was also a car in the adjacent lane.,,,,,,,,
2024-03-16 13:17:39,2024-03-16 13:20:13,IP Address,129.97.124.24,100,154,True,2024-03-16 13:20:14,R_7G2LDArULZkE4HK,,,,,43.474,-80.554,anonymous,EN,1,6028,3rd Scenario,Moderate,5,Somewhat agree,Strongly agree,Slightly late,Somewhat agree,Moderately aware,Very much,,3,Somewhat satisfied,Moderately confident,Not annoying at all,Alert could have been slightly earlier for improved safety.,,,,,,,,
2024-03-16 13:27:17,2024-03-16 13:33:35,IP Address,129.97.124.24,100,377,True,2024-03-16 13:33:35,R_1m4aNHiQCxkjWJY,,,,,43.474,-80.554,anonymous,EN,1,6028,4th Scenario,Moderate,5,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Moderately aware,Very much,,4,Somewhat satisfied,Moderately confident,Not annoying at all,,4,1,3,2,Somewhat the first alert,4,The first alert,Sounded more critical. The second alert sounded like a text notification.
2024-03-16 14:46:50,2024-03-16 14:55:11,IP Address,129.97.124.24,100,501,True,2024-03-16 14:55:12,R_16kF3EjGkPp03nQ,,,,,43.474,-80.554,anonymous,EN,1,8921,1st Scenario,I did not complete the secondary task,3,Neither agree nor disagree,Somewhat disagree,Slightly early,Somewhat agree,Very aware,Moderately,,4,Somewhat satisfied,Moderately confident,Not annoying at all,"The alert was a little bit earlier so I didn't understand what caused it, after some seconds I saw the problem and took over the control.",,,,,,,,
2024-03-16 15:10:38,2024-03-16 15:13:39,IP Address,129.97.124.24,100,181,True,2024-03-16 15:13:40,R_6UbXijHS9GvBubM,,,,,43.474,-80.554,anonymous,EN,1,8921,2nd Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly early,Somewhat agree,Very aware,Moderately,"An Ambulance,A Moose",4,Neither satisfied nor disatisfied,Moderately confident,Slightly annoying,,,,,,,,,
2024-03-16 15:23:24,2024-03-16 15:28:14,IP Address,129.97.124.24,100,290,True,2024-03-16 15:28:15,R_7OUMMqEnkF6fjOw,,,,,43.474,-80.554,anonymous,EN,1,8921,3rd Scenario,Demanding,4,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Very aware,Moderately,A Cyclist,4,Somewhat satisfied,Moderately confident,Not annoying at all,"The secondary task made me to focus more on the traffic surrounding, it was really demanding and hard to keep when the car on the side showed signs of weird behavior.",,,,,,,,
2024-03-16 15:39:44,2024-03-16 15:42:28,IP Address,129.97.124.24,100,164,True,2024-03-16 15:42:29,R_7PdXMsx2CbTHLkt,,,,,43.474,-80.554,anonymous,EN,1,8921,4th Scenario,Demanding,5,Somewhat agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,4,Somewhat satisfied,Moderately confident,Not annoying at all,"I didn't really notice the obstacle at first, so the signals were really helpful",,,,,,,,
2024-03-16 16:44:52,2024-03-16 16:47:58,IP Address,129.97.124.24,100,185,True,2024-03-16 16:47:59,R_2F6fZ3njNjvrjUJ,,,,,43.474,-80.554,anonymous,EN,1,2768,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Slightly late,Somewhat disagree,Very aware,Slightly,A Moose,3,Somewhat disatisfied,Very confident,Not annoying at all,I felt the audio effect did not raise the urgency of the situation enough,,,,,,,,
2024-03-16 16:55:42,2024-03-16 16:58:34,IP Address,129.97.124.24,100,172,True,2024-03-16 16:58:34,R_1FKBudnUc6qCdKi,,,,,43.474,-80.554,anonymous,EN,1,2768,2nd Scenario,I did not complete the secondary task,5,Somewhat agree,Somewhat agree,Just right,Strongly agree,Moderately aware,Completely,"A Fire Truck,A Moose",3,Somewhat satisfied,Very confident,Not annoying at all,Alert warned me before i saw the car in front come to a stop. Helped me understand the situation,,,,,,,,
2024-03-16 17:07:01,2024-03-16 17:09:21,IP Address,129.97.124.24,100,140,True,2024-03-16 17:09:22,R_3KIwE82HtRl1S0Z,,,,,43.474,-80.554,anonymous,EN,1,2768,3rd Scenario,Demanding,3,Strongly disagree,Strongly disagree,Too late,Strongly disagree,Somewhat aware,Moderately,,3,Strongly disatisfied,Moderately confident,Not annoying at all,Alert sounded differently compared to the previous two scenarios. Did not understand what it wanted me to do,,,,,,,,
2024-03-16 17:19:46,2024-03-16 17:24:45,IP Address,129.97.124.24,100,298,True,2024-03-16 17:24:45,R_7E6Dx4ufNrdLRJs,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,2768,4th Scenario,Demanding,4,Somewhat agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,3,Somewhat satisfied,Very confident,Not annoying at all,,2,1,4,2,Definitely the second alert,5,The second alert,More sense of urgency
2024-03-18 12:31:39,2024-03-18 12:34:25,IP Address,129.97.124.25,100,166,True,2024-03-18 12:34:26,R_3jyIkd75553oovf,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,3245,1st Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly late,Neither agree nor disagree,Moderately aware,Slightly,,4,Neither satisfied nor disatisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-18 12:44:23,2024-03-18 12:46:43,IP Address,129.97.124.25,100,140,True,2024-03-18 12:46:44,R_5ykIb2EIkYawaEX,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3245,2nd Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,,4,Neither satisfied nor disatisfied,Not confident at all,Not annoying at all,,,,,,,,,
2024-03-18 12:55:19,2024-03-18 12:58:16,IP Address,129.97.124.25,100,177,True,2024-03-18 12:58:17,R_2tDgz4QvQvff9hD,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3245,3rd Scenario,Demanding,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Very much,"A Fire Truck,A Moose",5,Strongly satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-18 13:09:14,2024-03-18 13:16:11,IP Address,129.97.124.25,100,416,True,2024-03-18 13:16:11,R_3F2RDFQtFTUU2Oc,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3245,4th Scenario,Extremely Demanding,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Very much,"Car Crashes,An Ambulance,A Moose",4,Strongly satisfied,Very confident,Not annoying at all,,4,1,5,1,Somewhat the second alert,3,The second alert,"First seemed like a small warning, while second was more demanding"
2024-03-18 14:34:56,2024-03-18 14:38:03,IP Address,129.97.124.25,100,186,True,2024-03-18 14:38:04,R_7f26VOJvGphKOIG,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,6795,1st Scenario,Easy,3,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat agree,Very aware,Slightly,,3,Somewhat disatisfied,Very confident,Not annoying at all,I processed the visual of the car before the alert began. I could not easily read the alert.,,,,,,,,
2024-03-18 14:46:44,2024-03-18 14:49:09,IP Address,129.97.124.25,100,144,True,2024-03-18 14:49:09,R_19uywOsS31wi7OV,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,6795,2nd Scenario,Extremely Easy,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Very much,A Cyclist,4,Somewhat satisfied,Very confident,Not annoying at all,"Sound alert was helpful, but visual not so much as I was not actively looking at the dashboard.",,,,,,,,
2024-03-18 14:57:33,2024-03-18 14:59:12,IP Address,129.97.124.25,100,98,True,2024-03-18 14:59:13,R_7PB60IqBvurUYuj,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,6795,3rd Scenario,Demanding,5,Somewhat agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,A Moose,4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-18 15:10:15,2024-03-18 15:16:21,IP Address,129.97.124.25,100,366,True,2024-03-18 15:16:22,R_1JLb0kgGs5U8gww,,,,,43.474,-80.554,anonymous,EN,0.699999988079071,6795,4th Scenario,Demanding,3,Somewhat agree,Somewhat disagree,Slightly late,Somewhat agree,Moderately aware,Slightly,A Moose,4,Somewhat satisfied,Extremely confident,Not annoying at all,,4,1,4,3,Both equally,5,The first alert,Second one felt more urgent and anxiety provoking.
2024-03-18 20:13:26,2024-03-18 20:16:14,IP Address,129.97.124.15,100,167,True,2024-03-18 20:16:15,R_78vQDA5u2Kyr9yp,,,,,43.474,-80.554,anonymous,EN,1,4198,1st Scenario,Extremely Easy,4,Neither agree nor disagree,Somewhat agree,Slightly late,Somewhat agree,Very aware,Moderately,Car Crashes,3,Somewhat satisfied,Somewhat confident,Slightly annoying,It handled turns a little poorly so i took over,,,,,,,,
2024-03-18 20:24:53,2024-03-18 20:26:33,IP Address,129.97.124.15,100,100,True,2024-03-18 20:26:34,R_5EeP4wwAU7DYf6x,,,,,43.474,-80.554,anonymous,EN,1,4198,2nd Scenario,Moderate,4,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat disagree,Very aware,Slightly,A Cyclist,2,Neither satisfied nor disatisfied,Not confident at all,Moderately annoying,,,,,,,,,
2024-03-18 20:35:06,2024-03-18 20:36:37,IP Address,129.97.124.15,100,91,True,2024-03-18 20:36:38,R_5cosKs78HHhnZle,,,,,43.474,-80.554,anonymous,EN,1,4198,3rd Scenario,Moderate,4,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Moderately aware,Slightly,A Moose,3,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-18 20:47:44,2024-03-18 20:54:09,IP Address,129.97.124.15,100,385,True,2024-03-18 20:54:10,R_5WpWsf2t5NG3ooF,,,,,43.474,-80.554,anonymous,EN,1,4198,4th Scenario,Moderate,5,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,,3,Somewhat satisfied,Somewhat confident,Not annoying at all,"I thought it was timed very well however having to use brakes to shut off adaptive cruise controll is funky. Even when i used ACC in real life it takes time to getting used to turning off acc with the brake. I feel this might cause accidents to those who dont understand it ",3,2,1,2,Definitely the first alert,4,The first alert,It was quicker in my opinion
2024-03-19 17:13:10,2024-03-19 17:18:12,IP Address,129.97.124.10,100,302,True,2024-03-19 17:18:13,R_12xbMcRLze87dLv,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5368,1st Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Extremely aware,Very much,A Moose,4,Strongly satisfied,Extremely confident,Not annoying at all,I realized I need to take control before the alert due to the viewing of the situation. Maybe the timing of control can be slightly earlier,,,,,,,,
2024-03-19 17:26:02,2024-03-19 17:29:02,IP Address,129.97.124.10,100,179,True,2024-03-19 17:29:02,R_5t4eI2d2x08BPj4,,,,,43.474,-80.554,anonymous,EN,1,5368,2nd Scenario,Easy,5,Somewhat agree,Somewhat agree,Too late,Somewhat agree,Moderately aware,Very much,"A Fire Truck,A Moose",4,Somewhat satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-19 17:38:20,2024-03-19 17:42:46,IP Address,129.97.124.10,100,266,True,2024-03-19 17:42:46,R_1C16o1yiMIVB8OM,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5368,3rd Scenario,Extremely Easy,4,Somewhat agree,Strongly agree,Too late,Somewhat disagree,Very aware,Completely,A Cyclist,4,Strongly satisfied,Extremely confident,Not annoying at all,"The sound helps to make me aware of the situation but the timing of alarm wasnt enough to do something. The phone task digitation was easy, but in a real case I would send audios messages or use the word option from the keyboard.",,,,,,,,
2024-03-19 17:55:28,2024-03-19 18:04:14,IP Address,129.97.124.10,100,526,True,2024-03-19 18:04:15,R_20BenXUZAWBXeDv,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5368,4th Scenario,Easy,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat disagree,Moderately aware,Very much,,4,Strongly satisfied,Extremely confident,Not annoying at all,The sound was good to keep my attention on the streets but I didnt know what was happening.,3,1,3,2,Definitely the first alert,5,The first alert,"It sounds more like urgent the other one sounds more like a alarm clock "
2024-03-20 11:51:01,2024-03-20 11:53:22,IP Address,129.97.124.28,100,140,True,2024-03-20 11:53:23,R_1KrsULaeAYtYfzS,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,1st Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Slightly,,2,Neither satisfied nor disatisfied,Moderately confident,Slightly annoying,,,,,,,,,
2024-03-20 12:01:23,2024-03-20 12:02:50,IP Address,129.97.124.28,100,87,True,2024-03-20 12:02:51,R_6NIkDxntMuj05wJ,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,2nd Scenario,Moderate,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Very much,A Cyclist,3,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-20 12:11:04,2024-03-20 12:12:59,IP Address,129.97.124.28,100,114,True,2024-03-20 12:12:59,R_7ymOKq5OQEBh2Mh,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,3rd Scenario,Demanding,5,Somewhat agree,Strongly agree,Just right,Somewhat agree,Moderately aware,Very much,"A Fire Truck,A Moose",3,Somewhat satisfied,Moderately confident,Not annoying at all,"

Timing was good, got rear ended cause dostracted by moose and forgot about other cars",,,,,,,,
2024-03-20 12:21:35,2024-03-20 12:28:06,IP Address,129.97.124.28,100,391,True,2024-03-20 12:28:07,R_3fduLhMljrRPlKr,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3701,4th Scenario,Moderate,1,Strongly disagree,Strongly agree,Too early,Strongly disagree,Moderately aware,Not at all,"Car Crashes,An Ambulance",3,Strongly disatisfied,Not confident at all,Not annoying at all,Alert didnt go off at highway construction,4,2,4,4,Somewhat the second alert,4,The first alert,Still grabbed my attention in tiemly manner but the sound didnt annoy me as much as the second one. Would get tired of hesring the second alarm after a couple of times
2024-03-20 14:26:57,2024-03-20 14:29:41,IP Address,129.97.124.28,100,163,True,2024-03-20 14:29:42,R_6gOwTIlKpa6gs18,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Very aware,Moderately,"An Ambulance,A Fire Truck,A Moose",4,Neither satisfied nor disatisfied,Somewhat confident,Not annoying at all,,,,,,,,,
2024-03-20 14:38:39,2024-03-20 14:40:41,IP Address,129.97.124.28,100,121,True,2024-03-20 14:40:41,R_2YLGk16eNgx6qWz,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,2nd Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Very aware,Moderately,,3,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-20 14:48:50,2024-03-20 14:51:14,IP Address,129.97.124.28,100,143,True,2024-03-20 14:51:15,R_1AWE2J6wqKnuEvj,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,3rd Scenario,Moderate,3,Somewhat agree,Somewhat disagree,Slightly late,Somewhat disagree,Very aware,Slightly,A Moose,4,Neither satisfied nor disatisfied,Somewhat confident,Not annoying at all,Alert was a bit late,,,,,,,,
2024-03-20 14:57:34,2024-03-20 15:03:39,IP Address,129.97.124.28,100,364,True,2024-03-20 15:03:40,R_7LZgKu7BzOaSjlL,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,7213,4th Scenario,Moderate,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,An Ambulance,4,Somewhat satisfied,Moderately confident,Not annoying at all,,2,1,1,1,Both equally,3,Both are ok,
2024-03-20 16:44:09,2024-03-20 16:57:01,IP Address,129.97.124.28,100,771,True,2024-03-20 16:57:01,R_2ZfKXDNZkzyBRn3,,,,,43.474,-80.554,anonymous,EN,0.5,4532,1st Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,5,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-20 16:57:09,2024-03-20 17:06:56,IP Address,129.97.124.28,100,587,True,2024-03-20 17:06:57,R_3q8krD0sqjo4Uik,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,4532,2nd Scenario,I did not complete the secondary task,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Cyclist,4,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-20 17:16:01,2024-03-20 17:17:56,IP Address,129.97.124.28,100,114,True,2024-03-20 17:17:56,R_3zuu6nrpxTIarlM,,,,,43.474,-80.554,anonymous,EN,0.800000011920929,4532,3rd Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Completely,"A Fire Truck,A Moose",4,Strongly satisfied,Extremely confident,Not annoying at all,,,,,,,,,
2024-03-20 17:28:54,2024-03-20 17:37:53,IP Address,129.97.124.28,100,539,True,2024-03-20 17:37:53,R_3fa1lR9DnbzyWcO,,,,,43.474,-80.554,anonymous,EN,0.5,4532,4th Scenario,Moderate,5,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,"Car Crashes,A Moose",4,Strongly satisfied,Extremely confident,Not annoying at all,"Over the scenarios I started to feel more confident with the auto pilot ",5,1,5,2,Definitely the first alert,5,The first alert,"I get used for the first alert over the scenarios so I hear this sound I knew that I should be alert "
2024-03-21 14:25:36,2024-03-21 14:30:15,IP Address,129.97.124.5,100,278,True,2024-03-21 14:30:16,R_7LcKQLmTk0O9vIq,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,1st Scenario,I did not complete the secondary task,2,Neither agree nor disagree,Somewhat disagree,Just right,Neither agree nor disagree,Very aware,Slightly,,3,Neither satisfied nor disatisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-21 14:38:20,2024-03-21 14:41:38,IP Address,129.97.124.5,100,197,True,2024-03-21 14:41:38,R_1IbLXmqGSSBVd1m,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,2nd Scenario,Easy,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Very aware,Very much,A Moose,3,Somewhat satisfied,Very confident,Slightly annoying,,,,,,,,,
2024-03-21 14:51:05,2024-03-21 14:54:57,IP Address,129.97.124.5,100,232,True,2024-03-21 14:54:57,R_83VgMIm7LjZzajD,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,3rd Scenario,Demanding,5,Strongly agree,Somewhat agree,Slightly late,Neither agree nor disagree,Extremely aware,Moderately,,3,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,
2024-03-21 15:02:11,2024-03-21 15:10:59,IP Address,129.97.124.5,100,528,True,2024-03-21 15:10:59,R_3XspbX9zUN1njep,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5936,4th Scenario,Demanding,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Very aware,Slightly,,3,Somewhat satisfied,Moderately confident,Not annoying at all,,3,1,4,1,Definitely the second alert,4,The second alert,It felt more urgent
2024-03-22 12:20:43,2024-03-22 12:23:48,IP Address,129.97.124.8,100,184,True,2024-03-22 12:23:48,R_3NQU2K999KQQmPQ,,,,,43.474,-80.554,anonymous,EN,0.699999988079071,3265,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Somewhat agree,Slightly late,Somewhat disagree,Very aware,Moderately,,4,Somewhat satisfied,Very confident,Not annoying at all,"I would perfer them to be slightly earlier. ",,,,,,,,
2024-03-22 12:32:27,2024-03-22 12:35:57,IP Address,129.97.124.8,100,209,True,2024-03-22 12:35:57,R_1OjoePJR8NbpcCR,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3265,2nd Scenario,I did not complete the secondary task,2,Somewhat disagree,Strongly disagree,Slightly late,Somewhat disagree,Very aware,Not at all,A Cyclist,2,Neither satisfied nor disatisfied,Very confident,Not annoying at all,Im finding that im ahead of the alerts and they are secondary to what is happening when im driving,,,,,,,,
2024-03-22 12:44:19,2024-03-22 12:46:59,IP Address,129.97.124.8,100,160,True,2024-03-22 12:47:00,R_1PyGJWie4I8LYpx,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3265,3rd Scenario,Extremely Easy,5,Strongly agree,Strongly disagree,Slightly late,Strongly agree,Moderately aware,Very much,A Moose,5,Strongly satisfied,Extremely confident,Not annoying at all,I relied entirely on the sound to alert me and not on any visual messages,,,,,,,,
2024-03-22 12:58:40,2024-03-22 13:06:42,IP Address,129.97.124.8,100,481,True,2024-03-22 13:06:42,R_7w4DQylPKNQwDEl,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3265,4th Scenario,Extremely Easy,5,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Moderately aware,Very much,A Moose,4,Somewhat satisfied,Very confident,Not annoying at all,"Still rely on the sound before any visual alert and had alreqdy taken control before the alerts came on. ",2,1,2,1,Somewhat the first alert,5,Both are ok,
2024-03-23 15:15:02,2024-03-23 15:20:44,IP Address,129.97.124.8,100,341,True,2024-03-23 15:20:45,R_1YPJPiyzsA3kshl,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5490,1st Scenario,I did not complete the secondary task,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat disagree,Somewhat aware,Very much,A Moose,5,Somewhat disatisfied,Somewhat confident,Slightly annoying,"It did not give me enough information to be able to react, I wasn't informed of what the alert meant and by instict juat kept driving and changed lanes to avoid the road block. ",,,,,,,,
2024-03-23 15:28:40,2024-03-23 15:31:42,IP Address,129.97.124.8,100,182,True,2024-03-23 15:31:43,R_2unLI3VbVyVlWpz,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5490,2nd Scenario,I did not complete the secondary task,5,Somewhat agree,Somewhat disagree,Too late,Strongly disagree,Somewhat aware,Very much,,5,Somewhat disatisfied,Not confident at all,Slightly annoying,I was feeling sleepy and the alert brought me back to the road,,,,,,,,
2024-03-23 15:40:34,2024-03-23 15:43:24,IP Address,129.97.124.8,100,170,True,2024-03-23 15:43:25,R_7jdCAAZ3H12M1Ei,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5490,3rd Scenario,Demanding,5,Somewhat disagree,Somewhat disagree,Just right,Somewhat agree,Somewhat aware,Very much,"A Fire Truck,A Moose",5,Neither satisfied nor disatisfied,Somewhat confident,Slightly annoying,"The task gave me something to distract me, the automated driving can be boring",,,,,,,,
2024-03-23 15:50:02,2024-03-23 15:57:49,IP Address,129.97.124.8,100,467,True,2024-03-23 15:57:50,R_1B2lLBLf0DS7R7P,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,5490,4th Scenario,Demanding,1,Strongly disagree,Strongly agree,Too early,Strongly disagree,Somewhat aware,Not at all,,5,Strongly disatisfied,Not confident at all,Not annoying at all,,4,2,1,3,Definitely the first alert,5,The first alert,"It catches your attention more than the second one. It also sounds more like an emergency, the second one sounds like a not so important notification"
2024-03-23 17:12:01,2024-03-23 17:19:24,IP Address,129.97.124.8,100,443,True,2024-03-23 17:19:25,R_5F3TGHggnUPsIJ9,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3854,1st Scenario,I did not complete the secondary task,3,Somewhat disagree,Somewhat agree,Just right,Somewhat disagree,Extremely aware,Moderately,A Moose,4,Somewhat disatisfied,Moderately confident,Not annoying at all,"The sound of the allerts is a liitle bit low. It took me 1 second to realize it is a alert. ",,,,,,,,
2024-03-23 17:29:14,2024-03-23 17:32:37,IP Address,129.97.124.8,100,203,True,2024-03-23 17:32:38,R_2q4BfhgLtIw61W3,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3854,2nd Scenario,I did not complete the secondary task,4,Strongly agree,Strongly agree,Just right,Strongly agree,Very aware,Very much,A Fire Truck,4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-23 17:41:52,2024-03-23 17:44:24,IP Address,129.97.124.8,100,151,True,2024-03-23 17:44:24,R_3Kpyohgr4hzPhwu,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3854,3rd Scenario,Demanding,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Completely,,5,Strongly satisfied,Very confident,Not annoying at all,,,,,,,,,
2024-03-23 17:50:35,2024-03-23 18:01:21,IP Address,129.97.124.8,100,645,True,2024-03-23 18:01:21,R_3R8NP90dVKDDDAi,,,,,43.474,-80.554,anonymous,EN,0.8999999761581421,3854,4th Scenario,Demanding,5,Strongly agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,5,Strongly satisfied,Very confident,Not annoying at all,,2,1,1,1,Definitely the first alert,2,The first alert,"When driving, I focus more on the road condition and will not look at the dashboard very often. The sound will attract my attention easier"
